1288.0	15.0	1008.55	1020.60
1288.0	21.0	1011.45	1027.01
1288.0	22.0	1011.96	1025.33
1288.0	23.0	971.67	998.73
1288.0	27.0	999.41	994.62
1292.0	15.0	1008.62	1020.04
1292.0	21.0	1011.71	1027.62
1292.0	22.0	1012.19	1025.88
1292.0	23.0	971.26	999.13
1292.0	27.0	998.80	994.48
1296.0	15.0	1008.68	1019.45
1296.0	21.0	1012.00	1028.18
1296.0	22.0	1012.46	1026.40
1296.0	23.0	970.85	999.53
1296.0	27.0	998.19	994.30
1300.0	15.0	1008.72	1018.85
1300.0	21.0	1012.32	1028.73
1300.0	22.0	1012.76	1026.90
1300.0	23.0	970.47	999.90
1300.0	27.0	997.59	994.09
1304.0	15.0	1008.76	1018.27
1304.0	21.0	1012.69	1029.26
1304.0	22.0	1013.11	1027.36
1304.0	23.0	970.09	1000.24
1304.0	27.0	997.00	993.86
1308.0	15.0	1008.80	1017.72
1308.0	21.0	1013.08	1029.74
1308.0	22.0	1013.50	1027.81
1308.0	23.0	969.73	1000.58
1308.0	27.0	996.43	993.65
1308.0	29.0	1001.19	991.01
1312.0	15.0	1008.85	1017.17
1312.0	21.0	1013.51	1030.19
1312.0	22.0	1013.89	1028.28
1312.0	23.0	969.34	1000.96
1312.0	27.0	995.87	993.45
1312.0	29.0	1000.66	990.58
1316.0	15.0	1008.90	1016.61
1316.0	21.0	1013.96	1030.63
1316.0	22.0	1014.30	1028.74
1316.0	23.0	968.93	1001.37
1316.0	27.0	995.32	993.26
1316.0	29.0	1000.16	990.28
1316.0	30.0	1012.47	999.79
1320.0	15.0	1008.94	1016.05
1320.0	21.0	1014.40	1031.09
1320.0	22.0	1014.70	1029.21
1320.0	23.0	968.51	1001.78
1320.0	27.0	994.76	993.07
1320.0	29.0	999.61	990.06
1320.0	30.0	1011.79	999.45
1324.0	15.0	1008.97	1015.49
1324.0	21.0	1014.88	1031.53
1324.0	22.0	1015.09	1029.67
1324.0	23.0	968.13	1002.16
1324.0	27.0	994.16	992.87
1324.0	29.0	999.04	989.91
1324.0	30.0	1011.16	999.11
1328.0	15.0	1009.00	1014.91
1328.0	21.0	1015.41	1031.94
1328.0	22.0	1015.48	1030.09
1328.0	23.0	967.84	1002.46
1328.0	27.0	993.55	992.67
1328.0	29.0	998.42	989.82
1328.0	30.0	1010.56	998.79
1332.0	15.0	1009.04	1014.33
1332.0	21.0	1015.98	1032.31
1332.0	22.0	1015.89	1030.47
1332.0	27.0	992.94	992.47
1332.0	29.0	997.76	989.82
1332.0	30.0	1009.99	998.47
1336.0	15.0	1009.09	1013.76
1336.0	21.0	1016.54	1032.63
1336.0	22.0	1016.30	1030.82
1336.0	27.0	992.34	992.28
1336.0	29.0	997.10	989.84
1336.0	30.0	1009.45	998.13
1340.0	15.0	1009.15	1013.19
1340.0	21.0	1017.08	1032.92
1340.0	22.0	1016.74	1031.16
1340.0	27.0	991.73	992.08
1340.0	29.0	996.46	989.85
1340.0	30.0	1008.92	997.79
1340.0	32.0	967.24	1039.42
1344.0	15.0	1009.20	1012.62
1344.0	21.0	1017.60	1033.17
1344.0	22.0	1017.21	1031.50
1344.0	27.0	991.13	991.88
1344.0	29.0	995.82	989.82
1344.0	30.0	1008.47	997.49
1344.0	32.0	967.68	1039.70
1348.0	15.0	1009.22	1012.06
1348.0	21.0	1018.11	1033.39
1348.0	22.0	1017.68	1031.84
1348.0	27.0	990.55	991.65
1348.0	29.0	995.18	989.79
1348.0	30.0	1008.10	997.25
1348.0	32.0	968.12	1040.00
1352.0	15.0	1009.21	1011.52
1352.0	21.0	1018.66	1033.57
1352.0	22.0	1018.16	1032.19
1352.0	27.0	989.97	991.38
1352.0	29.0	994.55	989.75
1352.0	32.0	968.57	1040.32
1356.0	15.0	1009.21	1010.96
1356.0	22.0	1018.63	1032.49
1356.0	27.0	989.38	991.12
1356.0	29.0	993.92	989.73
1356.0	32.0	969.03	1040.62
1360.0	15.0	1009.22	1010.37
1360.0	22.0	1019.09	1032.74
1360.0	27.0	988.77	990.92
1360.0	29.0	993.27	989.74
1360.0	32.0	969.48	1040.91
1364.0	15.0	1009.23	1009.77
1364.0	22.0	1019.48	1032.90
1364.0	27.0	988.13	990.78
1364.0	29.0	992.62	989.78
1364.0	32.0	969.91	1041.22
1368.0	15.0	1009.22	1009.19
1368.0	27.0	987.48	990.65
1368.0	29.0	991.99	989.84
1368.0	32.0	970.34	1041.54
1372.0	15.0	1009.22	1008.62
1372.0	27.0	986.82	990.56
1372.0	29.0	991.38	989.89
1372.0	32.0	970.78	1041.85
1376.0	15.0	1009.24	1008.04
1376.0	27.0	986.17	990.53
1376.0	29.0	990.75	989.94
1376.0	32.0	971.23	1042.16
1380.0	15.0	1009.26	1007.46
1380.0	27.0	985.51	990.54
1380.0	29.0	990.13	990.01
1380.0	32.0	971.64	1042.43
1384.0	15.0	1009.27	1006.87
1384.0	27.0	984.85	990.61
1384.0	29.0	989.53	990.12
1384.0	32.0	971.97	1042.67
1388.0	15.0	1009.28	1006.29
1388.0	27.0	984.20	990.69
1388.0	29.0	988.93	990.27
1392.0	15.0	1009.30	1005.73
1392.0	27.0	983.59	990.79
1392.0	29.0	988.35	990.45
1396.0	15.0	1009.33	1005.19
1396.0	27.0	983.02	990.91
1396.0	29.0	987.75	990.60
1400.0	15.0	1009.33	1004.64
